word,timestamp,recognized,key_id,Total_Strokes
alarm clock,2017-03-28 20:20:50.81058 UTC,True,4665167562407936,7
alarm clock,2017-03-15 11:33:11.55904 UTC,True,5535398652542976,10
alarm clock,2017-01-31 07:49:46.46151 UTC,True,4567518247124992,24
alarm clock,2017-03-19 05:04:12.24457 UTC,True,5050116656332800,29
alarm clock,2017-01-27 17:54:51.01169 UTC,True,6111180294717440,9
alarm clock,2017-03-01 05:06:00.10021 UTC,False,6386860987252736,7
alarm clock,2017-03-13 23:51:36.14585 UTC,True,4991843160817664,8
alarm clock,2017-03-16 11:49:21.45112 UTC,True,4521464835342336,15
alarm clock,2017-03-09 20:13:10.88366 UTC,True,6133361850449920,5
alarm clock,2017-03-18 17:46:56.12657 UTC,True,6136883975290880,3
alarm clock,2017-03-27 21:38:06.24292 UTC,True,6704608623722496,8
alarm clock,2017-03-20 23:05:56.02149 UTC,True,5117510263242752,2
alarm clock,2017-03-19 01:42:39.08249 UTC,True,5942467784343552,8
alarm clock,2017-03-03 09:34:29.66095 UTC,True,6623777691533312,12
alarm clock,2017-03-20 10:20:29.10397 UTC,True,6268609749843968,6
alarm clock,2017-03-17 12:53:46.06522 UTC,True,6699205135433728,10
alarm clock,2017-03-02 14:45:16.38631 UTC,True,6650654254694400,18
alarm clock,2017-01-25 21:38:13.26574 UTC,True,6427312033628160,7
alarm clock,2017-03-15 08:47:45.9075 UTC,True,6587742194499584,3
alarm clock,2017-01-25 18:32:39.25593 UTC,True,5421406802149376,9
alarm clock,2017-03-11 20:16:01.19221 UTC,True,5151581584490496,5
alarm clock,2017-03-10 06:48:00.23723 UTC,True,5119597634125824,5
alarm clock,2017-01-26 01:00:33.10762 UTC,True,5140505472008192,2
alarm clock,2017-03-12 00:25:25.81362 UTC,True,6452277533474816,4
alarm clock,2017-01-23 20:13:31.94757 UTC,True,6091862370680832,8
alarm clock,2017-03-22 14:03:24.78347 UTC,True,6142250503372800,5
alarm clock,2017-03-19 17:33:05.81593 UTC,True,6342688070696960,7
alarm clock,2017-03-16 17:35:23.55841 UTC,False,5102884842635264,14
alarm clock,2017-01-28 12:09:54.30217 UTC,True,6228165137530880,4
alarm clock,2017-03-13 15:52:45.478 UTC,True,4998411558322176,7
alarm clock,2017-03-10 14:58:11.80999 UTC,True,5557416936603648,20
alarm clock,2017-03-01 16:05:52.14836 UTC,True,6181692412788736,11
alarm clock,2017-03-19 12:38:16.06077 UTC,True,5431923612581888,9
alarm clock,2017-03-11 18:21:26.73399 UTC,True,6266734543634432,6
alarm clock,2017-03-05 20:42:14.66778 UTC,False,5740685539934208,22
alarm clock,2017-03-23 22:37:40.05387 UTC,True,4756483466067968,8
alarm clock,2017-01-31 20:25:29.9428 UTC,True,5459003133919232,19
alarm clock,2017-03-21 01:10:53.62077 UTC,True,6309459250905088,5
alarm clock,2017-03-04 17:56:45.31 UTC,True,6134098001133568,6
alarm clock,2017-01-26 21:28:01.72976 UTC,True,6354979952525312,4
alarm clock,2017-03-20 17:36:52.67629 UTC,True,5082087050706944,5
alarm clock,2017-03-17 23:18:59.05197 UTC,True,5994872290934784,17
alarm clock,2017-03-26 18:11:13.6532 UTC,True,5461492348485632,7
alarm clock,2017-01-26 18:21:18.01874 UTC,True,5941455132557312,7
alarm clock,2017-03-15 11:37:46.71577 UTC,True,5681585430986752,5
alarm clock,2017-03-12 18:54:00.40987 UTC,True,6484558105018368,8
alarm clock,2017-03-11 17:07:32.72831 UTC,True,6420392367357952,8
alarm clock,2017-03-02 10:25:03.05551 UTC,True,4682430730469376,6
alarm clock,2017-03-26 14:17:43.23435 UTC,True,5886762360504320,21
alarm clock,2017-03-03 16:28:33.27042 UTC,True,4746467082240000,12
alarm clock,2017-03-17 04:53:55.54704 UTC,True,5185504897138688,9
alarm clock,2017-03-20 22:17:01.55391 UTC,True,6686231968612352,6
alarm clock,2017-01-26 17:29:53.50951 UTC,True,5400274086658048,4
alarm clock,2017-03-29 16:13:48.89873 UTC,True,6394424609210368,9
alarm clock,2017-03-28 20:14:23.51178 UTC,True,5636500454637568,8
alarm clock,2017-03-22 14:24:48.01118 UTC,True,5714641848107008,6
alarm clock,2017-03-14 21:26:31.2589 UTC,True,6230876398551040,4
alarm clock,2017-03-09 18:25:19.27804 UTC,True,5135267553869824,8
alarm clock,2017-01-30 04:05:30.58772 UTC,True,6164207168913408,7
alarm clock,2017-03-11 09:29:07.28368 UTC,False,5119090827984896,9
alarm clock,2017-03-04 05:19:04.7959 UTC,True,6708644198481920,9
alarm clock,2017-01-27 19:41:37.03559 UTC,True,6686969918652416,3
alarm clock,2017-03-08 21:28:02.63305 UTC,True,6021392925458432,4
alarm clock,2017-01-24 22:49:33.63776 UTC,True,6147182086324224,8
alarm clock,2017-03-01 14:16:04.02922 UTC,False,6572880315809792,9
alarm clock,2017-03-03 19:52:14.73746 UTC,True,4788640171425792,5
alarm clock,2017-03-06 00:06:12.93513 UTC,True,5579012132831232,12
alarm clock,2017-03-02 13:18:08.94338 UTC,True,4959620504223744,7
alarm clock,2017-03-15 16:54:33.35807 UTC,True,4708586359881728,3
alarm clock,2017-03-07 15:19:28.41848 UTC,True,6005192577253376,8
alarm clock,2017-03-01 22:51:47.59607 UTC,True,5664533253193728,6
alarm clock,2017-03-27 14:10:52.39363 UTC,True,6402209103216640,15
alarm clock,2017-03-23 18:30:30.50788 UTC,True,4520822771286016,7
alarm clock,2017-03-13 03:35:10.44998 UTC,True,4561721295372288,5
alarm clock,2017-03-12 17:40:25.96392 UTC,True,5040574799282176,7
alarm clock,2017-03-02 16:56:48.56391 UTC,True,6134639804547072,6
alarm clock,2017-03-19 19:16:37.90269 UTC,True,4920749489913856,6
alarm clock,2017-03-24 23:18:34.58571 UTC,True,4755668697350144,14
alarm clock,2017-03-22 17:41:10.47051 UTC,True,6606199581573120,11
alarm clock,2017-03-20 14:14:47.71808 UTC,True,5924496768761856,7
alarm clock,2017-03-27 12:11:01.09444 UTC,True,4753791863750656,11
alarm clock,2017-03-27 14:45:03.9198 UTC,True,6752338058412032,6
alarm clock,2017-03-14 19:17:41.36873 UTC,True,6143267252994048,6
alarm clock,2017-03-29 14:55:42.06644 UTC,True,4948718778318848,7
alarm clock,2017-03-01 19:22:29.1414 UTC,True,6602848852770816,9
alarm clock,2017-03-14 20:22:08.85992 UTC,True,4922361377718272,6
alarm clock,2017-03-22 01:02:13.20381 UTC,True,6752981061992448,13
alarm clock,2017-03-11 14:31:05.28036 UTC,True,6059914420027392,5
alarm clock,2017-01-27 17:18:24.28132 UTC,True,5525920536330240,8
alarm clock,2017-01-25 20:17:25.34136 UTC,True,5496137890922496,4
alarm clock,2017-01-26 13:51:02.16622 UTC,True,6491045858639872,9
alarm clock,2017-03-05 19:23:14.94021 UTC,True,5249820975431680,14
alarm clock,2017-03-26 23:21:24.42086 UTC,True,5905150390566912,5
